score date Name1 Name2
69 1655058513 Andras Reichardt
63 1655060135 Andras Reichardt
53 1655060250 Andras Reichardt
68 1655060377 Andras Reichardt
133 1655067777 Andras Reichardt
107 1655067889 Andras Reichardt
65 1655067957 Andras Reichardt
64 1655068327 Andras Reichardt
73 1655068413 Andras Reichardt
95 1655068536 Andras Reichardt
94 1655068654 Andras Reichardt
56 1655068736 Andras Reichardt
95 1655213490 Andras Reichardt
83 1655213671 Andras Reichardt
81 1655213897 Andras Reichardt
76 1655213975 Andras Reichardt
70 1655214048 Andras Reichardt
64 1655214116 Andras Reichardt
54 1655214524 Andras Reichardt
63 1655215152 Andras Reichardt
73 1655226265 Andras Reichardt
101 1655226517 Andras Reichardt
70 1655226594 Andras Reichardt
98 1655228073 Andras Reichardt
61 1655228164 Andras Reichardt
74 1655228379 Andras Reichardt
68 1655236431 Andras Reichardt
59 1655236511 Andras Reichardt
64 1655236596 Andras Reichardt
76 1655236854 Andras Reichardt
57 1655236913 Andras Reichardt
64 1655236980 Andras Reichardt
79 1655237147 Andras Reichardt
77 1655237245 Andras Reichardt
79 1655237370 Andras Reichardt
44 1655237757 Andras Reichardt
53 1655268568 Andras Reichardt
55 1655269267 Andras Reichardt
75 1655269344 Andras Reichardt
85 1655269433 Andras Reichardt
66 1655269604 Andras Reichardt
62 1655269670 Andras Reichardt
51 1655269760 Andras Reichardt
58 1655316501 Andras Reichardt
58 1655316570 Andras Reichardt
57 1655316646 Andras Reichardt
68 1655316910 Andras Reichardt
61 1655316973 Andras Reichardt
49 1655317220 Andras Reichardt
52 1655317299 Andras Reichardt
76 1655317476 Andras Reichardt
65 1655317892 Andras Reichardt
62 1655318081 Andras Reichardt
77 1655318353 Andras Reichardt
63 1655318598 Andras Reichardt
70 1655318681 Andras Reichardt
54 1655318794 Andras Reichardt
117 1655318913 Andras Reichardt
54 1655536339 Andras Reichardt
65 1655539371 Andras Reichardt
76 1655539450 Andras Reichardt
65 1655539519 Andras Reichardt
59 1655539588 Andras Reichardt
73 1655539875 Andras Reichardt
97 1655540082 Andras Reichardt
48 1655540135 Andras Reichardt
69 1655540275 Andras Reichardt
77 1655540392 Andras Reichardt
91 1655540527 Andras Reichardt
71 1655540790 Andras Reichardt
94 1655541132 Andras Reichardt
64 1655541374 Andras Reichardt
64 1655541555 Andras Reichardt
40 1655541601 Andras Reichardt
64 1655541677 Andras Reichardt
74 1655541915 Andras Reichardt
141 1655546527 Andras Reichardt
75 1655546653 Andras Reichardt
67 1655548461 Andras Reichardt
64 1655548631 Andras Reichardt
51 1655548721 Andras Reichardt
49 1655549190 Andras Reichardt
68 1655549602 Andras Reichardt
70 1655551331 Andras Reichardt
63 1655551402 Andras Reichardt
66 1655551470 Andras Reichardt
75 1655551548 Andras Reichardt
62 1655551652 Andras Reichardt
65 1655551915 Andras Reichardt
77 1655552170 Andras Reichardt
52 1655564028 Andras Reichardt
75 1655564436 Andras Reichardt
153 1655564591 Andras Reichardt
77 1655564671 Andras Reichardt
112 1655564809 Andras Reichardt
57 1655564870 Andras Reichardt
91 1655564972 Andras Reichardt
63 1655565073 Andras Reichardt
57 1655565330 Andras Reichardt
65 1655565413 Andras Reichardt
53 1655566001 Andras Reichardt
69 1655566075 Andras Reichardt
68 1655566150 Andras Reichardt
58 1655566210 Andras Reichardt
64 1655570262 Andras Reichardt
63 1655570458 Andras Reichardt
62 1655570522 Andras Reichardt
53 1655570860 Andras Reichardt
62 1655576329 Andras Reichardt
62 1655576394 Andras Reichardt
60 1655576654 Andras Reichardt
60 1655618447 Andras Reichardt
60 1655618879 Andras Reichardt
67 1655619409 Andras Reichardt
85 1655619572 Andras Reichardt
85 1655619738 Andras Reichardt
61 1655628109 Andras Reichardt
50 1655628247 Andras Reichardt
58 1655628498 Andras Reichardt
55 1655628593 Andras Reichardt
66 1655628781 Andras Reichardt
95 1655629016 Andras Reichardt
56 1655629387 Andras Reichardt
64 1655629681 Andras Reichardt
61 1655629758 Andras Reichardt
63 1655629876 Andras Reichardt
63 1655635738 Andras Reichardt
73 1655636248 Andras Reichardt
56 1655638429 Andras Reichardt
52 1655638604 Andras Reichardt
62 1655638788 Andras Reichardt
73 1655640587 Andras Reichardt
74 1655640771 Andras Reichardt
59 1655640833 Andras Reichardt
72 1655640939 Andras Reichardt
60 1655642265 Andras Reichardt
64 1655642670 Andras Reichardt
76 1655650786 Andras Reichardt
55 1655650895 Andras Reichardt
69 1655651016 Andras Reichardt
62 1655651096 Andras Reichardt
73 1655651186 Andras Reichardt
73 1655651276 Andras Reichardt
66 1655651361 Andras Reichardt
58 1655651551 Andras Reichardt
78 1655673070 Andras Reichardt
51 1655673176 Andras Reichardt
56 1655673237 Andras Reichardt
65 1655673386 Andras Reichardt
61 1655673450 Andras Reichardt
70 1655673542 Andras Reichardt
57 1655673615 Andras Reichardt
73 1655673841 Andras Reichardt
70 1655673985 Andras Reichardt
60 1655674047 Andras Reichardt
55 1655674105 Andras Reichardt
88 1655674308 Andras Reichardt
69 1655674428 Andras Reichardt
54 1655674488 Andras Reichardt
64 1655674555 Andras Reichardt
64 1655674636 Andras Reichardt
83 1655674792 Andras Reichardt
77 1655674937 Andras Reichardt
64 1655675006 Andras Reichardt
109 1655698166 Andras Reichardt
48 1655698409 Andras Reichardt
73 1655698576 Andras Reichardt
53 1655698646 Andras Reichardt
59 1655698776 Andras Reichardt
53 1655699229 Andras Reichardt
98 1655699402 Andras Reichardt
74 1655699613 Andras Reichardt
107 1655699723 Andras Reichardt
60 1655699915 Andras Reichardt
64 1655700039 Andras Reichardt
69 1655700142 Andras Reichardt
81 1655733241 Andras Reichardt
87 1655733927 Andras Reichardt
61 1655734053 Andras Reichardt
64 1655734228 Andras Reichardt
61 1655734391 Andras Reichardt
65 1655742544 Andras Reichardt
74 1655742633 Andras Reichardt
77 1655742720 Andras Reichardt
73 1655742861 Andras Reichardt
62 1655744706 Andras Reichardt
60 1655744769 Andras Reichardt
63 1655744836 Andras Reichardt
67 1655745005 Andras Reichardt
59 1655745087 Andras Reichardt
69 1655745331 Andras Reichardt
75 1655751336 Andras Reichardt
77 1655751653 Andras Reichardt
55 1655751711 Andras Reichardt
77 1655751855 Andras Reichardt
57 1655751962 Andras Reichardt
64 1655752097 Andras Reichardt
89 1655752248 Andras Reichardt
61 1655752328 Andras Reichardt
69 1655752403 Andras Reichardt
81 1655752710 Andras Reichardt
50 1655752882 Andras Reichardt
43 1655752928 Andras Reichardt
63 1655754610 Andras Reichardt
85 1655833630 Andras Reichardt
62 1655833853 Andras Reichardt
60 1655833917 Andras Reichardt
74 1655834650 Andras Reichardt
72 1655834773 Andras Reichardt
52 1655839456 Andras Reichardt
48 1655839510 Andras Reichardt
61 1655839826 Andras Reichardt
60 1655840742 Andras Reichardt
61 1655840820 Andras Reichardt
86 1655913114 Andras Reichardt
68 1655913349 Andras Reichardt
63 1655913415 Andras Reichardt
91 1655919524 Andras Reichardt
61 1655919758 Andras Reichardt
61 1655919966 Andras Reichardt
66 1655920083 Andras Reichardt
39 1655920274 Andras Reichardt
65 1655921047 Andras Reichardt
70 1655921125 Andras Reichardt
104 1655923600 Andras Reichardt
79 1655923877 Andras Reichardt
63 1655923945 Andras Reichardt
54 1655924002 Andras Reichardt
113 1655924330 Andras Reichardt
67 1655924444 Andras Reichardt
49 1655924537 Andras Reichardt
65 1655924605 Andras Reichardt
57 1655929280 Andras Reichardt
54 1655929381 Andras Reichardt
71 1655929526 Andras Reichardt
67 1655930505 Andras Reichardt
69 1655930591 Andras Reichardt
65 1655960087 Andras Reichardt
64 1655960261 Andras Reichardt
65 1655960450 Andras Reichardt
93 1656003509 Andras Reichardt
80 1656003596 Andras Reichardt
52 1656003696 Andras Reichardt
69 1656003772 Andras Reichardt
78 1656004085 Andras Reichardt
79 1656004475 Andras Reichardt
58 1656004631 Andras Reichardt
71 1656008840 Andras Reichardt
63 1656008910 Andras Reichardt
59 1656009149 Andras Reichardt
73 1656009279 Andras Reichardt
72 1656009354 Andras Reichardt
58 1656009506 Andras Reichardt
56 1656086827 Andras Reichardt
71 1656087181 Andras Reichardt
76 1656087447 Andras Reichardt
74 1656087626 Andras Reichardt
53 1656098342 Andras Reichardt
79 1656098483 Andras Reichardt
51 1656098537 Andras Reichardt
64 1656098904 Andras Reichardt
61 1656099021 Andras Reichardt
54 1656099079 Andras Reichardt
70 1656099154 Andras Reichardt
70 1656099513 Andras Reichardt
52 1656099572 Andras Reichardt
82 1656099781 Andras Reichardt
66 1656099898 Andras Reichardt
57 1656099982 Andras Reichardt
83 1656100145 Andras Reichardt
66 1656100327 Andras Reichardt
54 1656100520 Andras Reichardt
77 1656100603 Andras Reichardt
76 1656105038 Andras Reichardt
64 1656105155 Andras Reichardt
78 1656135154 Andras Reichardt
64 1656135299 Andras Reichardt
101 1656135547 Andras Reichardt
101 1656135668 Andras Reichardt
80 1656136001 Andras Reichardt
92 1656141048 Andras Reichardt
64 1656141172 Andras Reichardt
58 1656146114 Andras Reichardt
78 1656146198 Andras Reichardt
50 1656146302 Andras Reichardt
54 1656146360 Andras Reichardt
56 1656153195 Andras Reichardt
77 1656153715 Andras Reichardt
92 1656153899 Andras Reichardt
58 1656153959 Andras Reichardt
98 1656154144 Andras Reichardt
58 1656154207 Andras Reichardt
125 1656154564 Andras Reichardt
47 1656154614 Andras Reichardt
75 1656157544 Andras Reichardt
64 1656157644 Andras Reichardt
56 1656157799 Andras Reichardt
64 1656157926 Andras Reichardt
56 1656158066 Andras Reichardt
73 1656158175 Andras Reichardt
108 1656170965 Andras Reichardt
83 1656171181 Andras Reichardt
66 1656171249 Andras Reichardt
69 1656171919 Andras Reichardt
84 1656172016 Andras Reichardt
71 1656172089 Andras Reichardt
61 1656172153 Andras Reichardt
60 1656172450 Andras Reichardt
68 1656225675 Andras Reichardt
67 1656225820 Andras Reichardt
60 1656226422 Andras Reichardt
74 1656227015 Andras Reichardt
54 1656227085 Andras Reichardt
80 1656227167 Andras Reichardt
86 1656227403 Andras Reichardt
45 1656227584 Andras Reichardt
90 1656227684 Andras Reichardt
74 1656227761 Andras Reichardt
67 1656228056 Andras Reichardt
56 1656249208 Andras Reichardt
105 1656249734 Andras Reichardt
71 1656249922 Andras Reichardt
65 1656249990 Andras Reichardt
68 1656250060 Andras Reichardt
89 1656250157 Andras Reichardt
106 1656250595 Andras Reichardt
63 1656250671 Andras Reichardt
60 1656250747 Andras Reichardt
70 1656250819 Andras Reichardt
46 1656346660 Andras Reichardt
63 1656346884 Andras Reichardt
100 1656351213 Andras Reichardt
61 1656351296 Andras Reichardt
98 1656351431 Andras Reichardt
54 1656351535 Andras Reichardt
55 1656351595 Andras Reichardt
66 1656351663 Andras Reichardt
63 1656353840 Andras Reichardt
89 1656354062 Andras Reichardt
65 1656354129 Andras Reichardt
52 1656354183 Andras Reichardt
68 1656354328 Andras Reichardt
84 1656354414 Andras Reichardt
60 1656354510 Andras Reichardt
79 1656354592 Andras Reichardt
64 1656354669 Andras Reichardt
67 1656354740 Andras Reichardt
59 1656354822 Andras Reichardt
60 1656355095 Andras Reichardt
57 1656355429 Andras Reichardt
50 1656355481 Andras Reichardt
71 1656355587 Andras Reichardt
56 1656357239 Andras Reichardt
58 1656357300 Andras Reichardt
71 1656357374 Andras Reichardt
57 1656360880 Andras Reichardt
80 1656360996 Andras Reichardt
60 1656361369 Andras Reichardt
67 1656361439 Andras Reichardt
67 1656361553 Andras Reichardt
74 1656361769 Andras Reichardt
68 1656361898 Andras Reichardt
70 1656361972 Andras Reichardt
52 1656362068 Andras Reichardt
63 1656362134 Andras Reichardt
65 1656362252 Andras Reichardt
61 1656362319 Andras Reichardt
60 1656362435 Andras Reichardt
97 1656362859 Andras Reichardt
61 1656364594 Andras Reichardt
57 1656365634 Andras Reichardt
58 1656435818 Andras Reichardt
68 1656435889 Andras Reichardt
55 1656439704 Andras Reichardt
53 1656439837 Andras Reichardt
83 1656440006 Andras Reichardt
85 1656441865 Andras Reichardt
49 1656441992 Andras Reichardt
79 1656478946 Andras Reichardt
60 1656479368 Andras Reichardt
108 1656512669 Andras Reichardt
73 1656512780 Andras Reichardt
93 1656512885 Andras Reichardt
84 1656513010 Andras Reichardt
104 1656513286 Andras Reichardt
98 1656513424 Andras Reichardt
79 1656513586 Andras Reichardt
95 1656513875 Andras Reichardt
55 1656514081 Andras Reichardt
104 1656514332 Andras Reichardt
72 1656514459 Andras Reichardt
74 1656524407 Andras Reichardt
49 1656524893 Andras Reichardt
63 1656525017 Andras Reichardt
93 1656525149 Andras Reichardt
57 1656525326 Andras Reichardt
68 1656525398 Andras Reichardt
63 1656525893 Andras Reichardt
73 1656600013 Andras Reichardt
79 1656600195 Andras Reichardt
72 1656600340 Andras Reichardt
66 1656600666 Andras Reichardt
75 1656600751 Andras Reichardt
50 1656600985 Andras Reichardt
100 1656601955 Andras Reichardt
71 1656602124 Andras Reichardt
88 1656602295 Andras Reichardt
52 1656608816 Andras Reichardt
63 1656608913 Andras Reichardt
57 1656609069 Andras Reichardt
66 1656609379 Andras Reichardt
50 1656611003 Andras Reichardt
69 1656611075 Andras Reichardt
73 1656611283 Andras Reichardt
49 1656611336 Andras Reichardt
55 1656611474 Andras Reichardt
59 1656611588 Andras Reichardt
65 1656611908 Andras Reichardt
61 1656612627 Andras Reichardt
60 1656612798 Andras Reichardt
50 1656613450 Andras Reichardt
58 1656613711 Andras Reichardt
143 1656614097 Andras Reichardt
68 1656614186 Andras Reichardt
66 1656614307 Andras Reichardt
54 1656622354 Andras Reichardt
61 1656622560 Andras Reichardt
69 1656622743 Andras Reichardt
64 1656708656 Andras Reichardt
84 1656708798 Andras Reichardt
87 1656744255 Andras Reichardt
82 1656744339 Andras Reichardt
71 1656744674 Andras Reichardt
73 1656744760 Andras Reichardt
67 1656744885 Andras Reichardt
69 1656744965 Andras Reichardt
71 1656745038 Andras Reichardt
58 1656745378 Andras Reichardt
55 1656745436 Andras Reichardt
86 1656745536 Andras Reichardt
86 1656745676 Andras Reichardt
71 1656745797 Andras Reichardt
75 1656746791 Andras Reichardt
50 1656746868 Andras Reichardt
54 1656747035 Andras Reichardt
61 1656959078 Andras Reichardt
50 1656959192 Andras Reichardt
53 1656959248 Andras Reichardt
71 1656963091 Andras Reichardt
76 1656963171 Andras Reichardt
55 1656963342 Andras Reichardt
57 1656963484 Andras Reichardt
57 1656963553 Andras Reichardt
57 1656964570 Andras Reichardt
59 1656964686 Andras Reichardt
66 1656964775 Andras Reichardt
67 1656964924 Andras Reichardt
62 1656965020 Andras Reichardt
55 1656965085 Andras Reichardt
52 1656965253 Andras Reichardt
66 1656965321 Andras Reichardt
71 1656965437 Andras Reichardt
51 1656965576 Andras Reichardt
103 1656965733 Andras Reichardt
71 1656965807 Andras Reichardt
67 1656967375 Andras Reichardt
83 1656967608 Andras Reichardt
68 1656967723 Andras Reichardt
53 1656970658 Andras Reichardt
50 1656970722 Andras Reichardt
72 1656970799 Andras Reichardt
64 1656971087 Andras Reichardt
68 1656991747 Andras Reichardt
73 1656992413 Andras Reichardt
46 1656992466 Andras Reichardt
62 1656998211 Andras Reichardt
66 1656998346 Andras Reichardt
58 1656998442 Andras Reichardt
288 1657024141 Andras Reichardt
50 1657024196 Andras Reichardt
68 1657024456 Andras Reichardt
73 1657024531 Andras Reichardt
70 1657024611 Andras Reichardt
70 1657024723 Andras Reichardt
90 1657024923 Andras Reichardt
75 1657041750 Andras Reichardt
56 1657041907 Andras Reichardt
47 1657041961 Andras Reichardt
74 1657042039 Andras Reichardt
51 1657042095 Andras Reichardt
71 1657042270 Andras Reichardt
63 1657042335 Andras Reichardt
63 1657042400 Andras Reichardt
52 1657042694 Andras Reichardt
60 1657042818 Andras Reichardt
56 1657048944 Andras Reichardt
63 1657049279 Andras Reichardt
67 1657049353 Andras Reichardt
76 1657049566 Andras Reichardt
54 1657049623 Andras Reichardt
66 1657049793 Andras Reichardt
57 1657049857 Andras Reichardt
49 1657049921 Andras Reichardt
73 1657050267 Andras Reichardt
66 1657050349 Andras Reichardt
57 1657051863 Andras Reichardt
53 1657052005 Andras Reichardt
70 1657052391 Andras Reichardt
85 1657052511 Andras Reichardt
57 1657052586 Andras Reichardt
52 1657052650 Andras Reichardt
82 1657052735 Andras Reichardt
74 1657053037 Andras Reichardt
55 1657053172 Andras Reichardt
71 1657132663 Andras Reichardt
82 1657132748 Andras Reichardt
69 1657132819 Andras Reichardt
63 1657132899 Andras Reichardt
71 1657132972 Andras Reichardt
57 1657133148 Andras Reichardt
63 1657133257 Andras Reichardt
53 1657133434 Andras Reichardt
76 1657133512 Andras Reichardt
57 1657133906 Andras Reichardt
62 1657136759 Andras Reichardt
63 1657136834 Andras Reichardt
56 1657136894 Andras Reichardt
58 1657137098 Andras Reichardt
57 1657137198 Andras Reichardt
49 1657137358 Andras Reichardt
80 1657137442 Andras Reichardt
46 1657137574 Andras Reichardt
63 1657137639 Andras Reichardt
92 1657137752 Andras Reichardt
59 1657137816 Andras Reichardt
84 1657138055 Andras Reichardt
84 1657138226 Andras Reichardt
64 1657138337 Andras Reichardt
50 1657138538 Andras Reichardt
62 1657139106 Andras Reichardt
55 1657139771 Andras Reichardt
64 1657141012 Andras Reichardt
62 1657141079 Andras Reichardt
59 1657141140 Andras Reichardt
55 1657141198 Andras Reichardt
53 1657141253 Andras Reichardt
58 1657141376 Andras Reichardt
77 1657141455 Andras Reichardt
90 1657141679 Andras Reichardt
62 1657312846 Andras Reichardt
69 1657312918 Andras Reichardt
75 1657312994 Andras Reichardt
95 1657313117 Andras Reichardt
58 1657313194 Andras Reichardt
62 1657313324 Andras Reichardt
67 1657313425 Andras Reichardt
73 1657313623 Andras Reichardt
86 1657313713 Andras Reichardt
63 1657313792 Andras Reichardt
55 1657313927 Andras Reichardt
91 1657344913 Andras Reichardt
86 1657345111 Andras Reichardt
63 1657345187 Andras Reichardt
61 1657345443 Andras Reichardt
69 1657345513 Andras Reichardt
73 1657345712 Andras Reichardt
45 1657345791 Andras Reichardt
53 1657345862 Andras Reichardt
68 1657355770 Andras Reichardt
85 1657355858 Andras Reichardt
85 1657355954 Andras Reichardt
53 1657356019 Andras Reichardt
59 1657356080 Andras Reichardt
66 1657356230 Andras Reichardt
52 1657356289 Andras Reichardt
84 1657356715 Andras Reichardt
56 1657356908 Andras Reichardt
77 1657357039 Andras Reichardt
68 1657386988 Andras Reichardt
63 1657387352 Andras Reichardt
57 1657387871 Andras Reichardt
49 1657387922 Andras Reichardt
109 1657388437 Andras Reichardt
52 1657388612 Andras Reichardt
77 1657388755 Andras Reichardt
59 1657389112 Andras Reichardt
54 1657389204 Andras Reichardt
88 1657389310 Andras Reichardt
45 1657389365 Andras Reichardt
90 1657448952 Andras Reichardt
57 1657450589 Andras Reichardt
56 1657450798 Andras Reichardt
69 1657451040 Andras Reichardt
71 1657457445 Andras Reichardt
63 1657457527 Andras Reichardt
52 1657457581 Andras Reichardt
79 1657475235 Andras Reichardt
67 1657475544 Andras Reichardt
62 1657475671 Andras Reichardt
55 1657540914 Andras Reichardt
52 1657545595 Andras Reichardt
72 1657545670 Andras Reichardt
60 1657545777 Andras Reichardt
54 1657546000 Andras Reichardt
55 1657551780 Andras Reichardt
74 1657551921 Andras Reichardt
67 1657552009 Andras Reichardt
49 1657552200 Andras Reichardt
62 1657552265 Andras Reichardt
55 1657552576 Andras Reichardt
64 1657552945 Andras Reichardt
57 1657553265 Andras Reichardt
68 1657562284 Andras Reichardt
66 1657562417 Andras Reichardt
62 1657562481 Andras Reichardt
69 1657562553 Andras Reichardt
54 1657562816 Andras Reichardt
81 1657562991 Andras Reichardt
58 1657563847 Andras Reichardt
56 1657563910 Andras Reichardt
53 1657564097 Andras Reichardt
78 1657564244 Andras Reichardt
70 1657605979 Andras Reichardt
73 1657606147 Andras Reichardt
57 1657606521 Andras Reichardt
68 1657606609 Andras Reichardt
61 1657606708 Andras Reichardt
78 1657606796 Andras Reichardt
70 1657606946 Andras Reichardt
95 1657607107 Andras Reichardt
76 1657607473 Andras Reichardt
95 1657607570 Andras Reichardt
75 1657607651 Andras Reichardt
57 1657612393 Andras Reichardt
64 1657612520 Andras Reichardt
88 1657612629 Andras Reichardt
52 1657612683 Andras Reichardt
93 1657613895 Andras Reichardt
54 1657613954 Andras Reichardt
51 1657614045 Andras Reichardt
64 1657614117 Andras Reichardt
67 1657614293 Andras Reichardt
56 1657614513 Andras Reichardt
82 1657620180 Andras Reichardt
76 1657631132 Andras Reichardt
71 1657631323 Andras Reichardt
86 1657631436 Andras Reichardt
71 1657631510 Andras Reichardt
52 1657631585 Andras Reichardt
82 1657636231 Andras Reichardt
56 1657636687 Andras Reichardt
69 1657636821 Andras Reichardt
59 1657636948 Andras Reichardt
60 1657644531 Andras Reichardt
76 1657644643 Andras Reichardt
55 1657644700 Andras Reichardt
71 1657644789 Andras Reichardt
63 1657644970 Andras Reichardt
81 1657645184 Andras Reichardt
55 1657645297 Andras Reichardt
64 1657645421 Andras Reichardt
57 1657646617 Andras Reichardt
63 1657646684 Andras Reichardt
63 1657905151 Andras Reichardt
59 1657905233 Andras Reichardt
55 1657906356 Andras Reichardt
71 1657907428 Andras Reichardt
63 1657907590 Andras Reichardt
126 1657911253 Andras Reichardt
54 1657911472 Andras Reichardt
71 1657911614 Andras Reichardt
75 1657911716 Andras Reichardt
55 1657911979 Andras Reichardt
55 1657912058 Andras Reichardt
66 1657912146 Andras Reichardt
59 1657912218 Andras Reichardt
56 1657912356 Andras Reichardt
65 1657912464 Andras Reichardt
983 1657913450 Andras Reichardt
85 1658350951 Andras Reichardt
55 1658351012 Andras Reichardt
64 1658351079 Andras Reichardt
104 1658351185 Andras Reichardt
59 1658353140 Andras Reichardt
70 1658353213 Andras Reichardt
60 1658353395 Andras Reichardt
78 1658353565 Andras Reichardt
57 1658428106 Andras Reichardt
63 1658428203 Andras Reichardt
71 1658428676 Andras Reichardt
50 1658428741 Andras Reichardt
68 1658429029 Andras Reichardt
50 1658429083 Andras Reichardt
68 1658435215 Andras Reichardt
68 1658435312 Andras Reichardt
66 1658435536 Andras Reichardt
75 1658435793 Andras Reichardt
70 1658435876 Andras Reichardt
58 1658435937 Andras Reichardt
54 1658436393 Andras Reichardt
133 1658508631 Andras Reichardt
73 1658509417 Andras Reichardt
55 1658509490 Andras Reichardt
58 1658509564 Andras Reichardt
61 1658509629 Andras Reichardt
100 1658509755 Andras Reichardt
76 1658510428 Andras Reichardt
57 1658510569 Andras Reichardt
76 1658510648 Andras Reichardt
57 1658511382 Andras Reichardt
62 1658511447 Andras Reichardt
58 1658511508 Andras Reichardt
73 1658511603 Andras Reichardt
70 1658511705 Andras Reichardt
61 1658512471 Andras Reichardt
69 1658512728 Andras Reichardt
64 1658513168 Andras Reichardt
66 1658513237 Andras Reichardt
57 1658513297 Andras Reichardt
67 1658513410 Andras Reichardt
66 1658513619 Andras Reichardt
70 1658514062 Andras Reichardt
75 1658579433 Andras Reichardt
70 1658595976 Andras Reichardt
102 1658596091 Andras Reichardt
56 1658596214 Andras Reichardt
49 1658596280 Andras Reichardt
72 1658596458 Andras Reichardt
50 1658596577 Andras Reichardt
219 1658596813 Andras Reichardt
93 1658597104 Andras Reichardt
96 1658597214 Andras Reichardt
76 1658597381 Andras Reichardt
57 1658597764 Andras Reichardt
49 1658599020 Andras Reichardt
63 1658599105 Andras Reichardt
90 1658599295 Andras Reichardt
78 1658599406 Andras Reichardt
64 1658599698 Andras Reichardt
69 1658599783 Andras Reichardt
61 1658599850 Andras Reichardt
57 1658599962 Andras Reichardt
70 1658600034 Andras Reichardt
86 1658600276 Andras Reichardt
72 1658644024 Andras Reichardt
85 1658644112 Andras Reichardt
60 1658644175 Andras Reichardt
68 1658644427 Andras Reichardt
67 1658644575 Andras Reichardt
63 1658644850 Andras Reichardt
69 1658644964 Andras Reichardt
56 1658645043 Andras Reichardt
72 1658645121 Andras Reichardt
68 1658645261 Andras Reichardt
94 1658646258 Andras Reichardt
67 1658654245 Andras Reichardt
79 1658654507 Andras Reichardt
99 1658654610 Andras Reichardt
77 1658654736 Andras Reichardt
59 1658654801 Andras Reichardt
66 1658654941 Andras Reichardt
76 1658655121 Andras Reichardt
72 1658655199 Andras Reichardt
71 1658657783 Andras Reichardt
57 1658657841 Andras Reichardt
82 1658658005 Andras Reichardt
67 1658658074 Andras Reichardt
64 1658658142 Andras Reichardt
62 1658660935 Andras Reichardt
70 1658661006 Andras Reichardt
76 1658661207 Andras Reichardt
68 1658661304 Andras Reichardt
69 1658661375 Andras Reichardt
56 1658661490 Andras Reichardt
79 1658661858 Andras Reichardt
68 1658661928 Andras Reichardt
78 1658662226 Andras Reichardt
82 1658684160 Andras Reichardt
56 1658684236 Andras Reichardt
53 1658684425 Andras Reichardt
53 1658684561 Andras Reichardt
67 1658688794 Andras Reichardt
64 1658688864 Andras Reichardt
77 1658689074 Andras Reichardt
83 1658689329 Andras Reichardt
77 1658767622 Andras Reichardt
58 1658767682 Andras Reichardt
66 1658767793 Andras Reichardt
58 1658767918 Andras Reichardt
60 1658768602 Andras Reichardt
60 1658768732 Andras Reichardt
51 1658768789 Andras Reichardt
68 1658768947 Andras Reichardt
65 1658769014 Andras Reichardt
53 1658769070 Andras Reichardt
64 1658769267 Andras Reichardt
56 1658769411 Andras Reichardt
58 1658770776 Andras Reichardt
69 1658770921 Andras Reichardt
50 1658771094 Andras Reichardt
58 1658771224 Andras Reichardt
69 1658771368 Andras Reichardt
57 1658771508 Andras Reichardt
52 1658771666 Andras Reichardt
71 1658772298 Andras Reichardt
58 1658772514 Andras Reichardt
61 1658772625 Andras Reichardt
59 1658772734 Andras Reichardt
65 1658772961 Andras Reichardt
55 1658773664 Andras Reichardt
70 1658773737 Andras Reichardt
62 1658773802 Andras Reichardt
62 1658773871 Andras Reichardt
53 1658773947 Andras Reichardt
65 1659117655 Andras Reichardt
53 1659117711 Andras Reichardt
50 1659117763 Andras Reichardt
68 1659120991 Andras Reichardt
71 1659121412 Andras Reichardt
55 1659121469 Andras Reichardt
71 1659121544 Andras Reichardt
53 1659121599 Andras Reichardt
66 1659121707 Andras Reichardt
63 1659121825 Andras Reichardt
59 1659122013 Andras Reichardt
56 1659122072 Andras Reichardt
48 1659122320 Andras Reichardt
54 1659122468 Andras Reichardt
99 1659122910 Andras Reichardt
75 1659122989 Andras Reichardt
60 1659123115 Andras Reichardt
73 1659123205 Andras Reichardt
72 1659123455 Andras Reichardt
56 1659123816 Andras Reichardt
54 1659123886 Andras Reichardt
64 1659130117 Andras Reichardt
71 1659132501 Andras Reichardt
61 1659132594 Andras Reichardt
63 1659132880 Andras Reichardt
59 1659163985 Andras Reichardt
81 1659171304 Andras Reichardt
56 1659171377 Andras Reichardt
61 1659171443 Andras Reichardt
56 1659171500 Andras Reichardt
81 1659171654 Andras Reichardt
54 1659171710 Andras Reichardt
62 1659171865 Andras Reichardt
72 1659180231 Andras Reichardt
68 1659180431 Andras Reichardt
73 1659180523 Andras Reichardt
86 1659180672 Andras Reichardt
52 1659180741 Andras Reichardt
65 1659180845 Andras Reichardt
83 1659180952 Andras Reichardt
50 1659181005 Andras Reichardt
70 1659190575 Andras Reichardt
64 1659194530 Andras Reichardt
63 1659194600 Andras Reichardt
51 1659194653 Andras Reichardt
67 1659194919 Andras Reichardt
62 1659194983 Andras Reichardt
64 1659195063 Andras Reichardt
91 1659195162 Andras Reichardt
79 1659195243 Andras Reichardt
53 1659195423 Andras Reichardt
71 1659195508 Andras Reichardt
62 1659195611 Andras Reichardt
90 1659195743 Andras Reichardt
54 1659198313 Andras Reichardt
59 1659198622 Andras Reichardt
151 1659198960 Andras Reichardt
58 1659199044 Andras Reichardt
61 1659199494 Andras Reichardt
79 1659199758 Andras Reichardt
